,0,1,2,3,4,5,6,7,8,9
3726,0,0,0,0,0,422,408,1546,12,308
3727,0,0,0,0,154,124,6,3848,110,3849
3728,0,0,0,0,0,0,0,287,272,205
3729,0,0,0,0,0,0,0,2809,261,5
3730,0,0,0,0,0,887,2,195,2324,718
3731,0,0,0,0,0,0,0,2325,343,5
3732,0,0,0,0,1415,414,70,5,3,3850
3733,0,0,0,0,0,0,24,17,232,706
3734,0,0,0,0,0,0,1847,1848,225,14
3735,0,0,0,0,0,0,0,32,626,884
3736,0,0,0,0,0,0,0,50,225,9
3737,0,0,0,0,0,0,0,0,120,74
3738,37,71,58,1547,303,1416,2,431,361,795
3739,33,71,58,1547,303,1416,2,431,361,795
3740,29,351,71,58,1547,303,1416,2,431,361
3741,0,0,0,0,0,0,10,241,58,1371
3742,27,70,2810,12,1000,217,923,2326,333,668
3743,37,71,58,1547,303,1416,2,431,361,795
3744,33,71,58,1547,303,1416,2,431,361,795
3745,29,351,71,58,1547,303,1416,2,431,361
3746,0,0,0,0,0,0,10,241,58,1371
3747,27,70,2810,12,1000,217,923,2326,333,668
3748,0,0,0,0,0,0,0,15,79,28
3749,0,0,0,0,0,0,0,15,79,819
3750,0,0,0,0,0,9,63,62,7,377
3751,0,0,0,0,0,0,0,9,375,14
3752,0,0,18,356,18,35,2,123,56,189
3753,0,0,223,356,223,35,2,123,56,189
3754,0,0,310,34,310,35,2,123,56,189
3755,0,0,34,134,30,342,18,217,223,310
3756,0,0,0,284,596,529,103,65,62,597
3757,0,0,0,0,0,0,0,0,18,285
3758,0,0,0,515,356,1404,7,172,123,161
3759,0,0,0,0,0,0,0,0,819,223
3760,0,0,0,0,0,0,0,0,0,991
3761,0,0,0,0,0,0,34,172,123,161
3762,0,0,0,0,0,252,323,16,110,403
3763,0,0,0,0,0,0,83,60,950,18
3764,0,0,0,0,0,0,9,2,169,62
3765,0,0,0,0,0,0,0,0,3851,509
3766,0,0,0,0,0,0,0,18,83,131
3767,0,0,0,0,0,0,0,0,37,104
3768,0,0,0,0,0,0,0,0,33,104
3769,0,0,0,0,0,0,0,16,844,377
3770,0,0,0,0,0,0,0,0,0,1244
3771,0,0,0,0,0,0,0,843,71,161
3772,0,0,0,0,33,21,7,49,10,184
3773,0,0,0,0,0,0,442,1020,56,878
3774,0,0,0,0,0,0,0,0,34,1633
3775,0,0,0,0,0,0,0,0,465,373
3776,0,0,0,0,0,0,0,0,1489,373
3777,0,0,0,0,0,0,0,0,34,921
3778,0,0,0,0,0,0,0,69,102,19
3779,64,2811,22,429,185,2812,2,94,3,748
3780,243,397,154,438,7,152,377,12,2,64
3781,0,2642,726,6,277,2327,12,85,102,2813
3782,0,0,0,0,0,0,475,145,2323,5
3783,0,0,0,0,0,1721,2328,735,214,19
3784,0,0,0,0,0,0,0,24,30,19
3785,0,0,0,0,0,0,0,1345,20,19
3786,0,0,0,0,0,0,0,91,18,14
3787,0,0,0,0,0,0,145,52,14,5
3788,0,0,0,0,0,0,0,24,30,5
3789,0,0,0,0,0,0,228,52,14,5
3790,0,0,0,0,0,0,239,52,14,5
3791,0,0,0,0,0,0,239,2329,14,5
3792,0,0,0,0,0,239,182,1722,167,5
3793,0,0,0,61,15,54,38,25,112,519
3794,0,0,0,0,0,86,176,10,2780,5
3795,0,0,0,0,0,0,811,1676,1512,5
3796,0,0,0,0,0,155,3,122,194,5
3797,0,0,0,0,0,0,0,121,411,75
3798,0,0,0,0,0,0,0,0,136,664
3799,0,0,0,0,0,0,72,228,46,5
3800,0,0,0,0,212,402,188,327,1530,80
3801,0,0,0,212,502,188,577,37,21,80
3802,0,0,0,0,539,21,80,7,389,1375
3803,0,0,0,0,0,0,0,888,1682,64
3804,0,0,0,0,0,50,2305,3,2814,5
3805,0,0,0,0,0,0,0,0,32,28
3806,0,0,0,0,0,0,228,13,20,9
3807,0,0,0,0,16,14,6,27,145,340
3808,247,236,2,46,11,228,322,10,3,1723
3809,0,0,0,0,0,0,450,24,30,145
3810,0,0,0,0,0,0,0,145,214,5
3811,0,0,0,0,0,0,542,2,228,32
3812,0,0,0,0,0,0,139,20,9,8
3813,0,0,0,0,0,0,31,487,314,599
3814,0,0,0,0,0,944,178,129,1049,42
3815,0,0,0,0,0,0,0,0,176,44
3816,0,0,0,0,0,0,100,36,20,9
3817,0,0,0,0,0,0,0,31,131,70
3818,0,0,0,0,0,0,0,0,37,21
3819,0,0,0,0,0,0,24,30,19,162
3820,0,0,0,0,0,0,24,162,67,196
3821,260,631,468,6,46,12,544,188,13,281
3822,0,0,0,0,196,67,162,35,936,8
3823,0,0,0,8,4,260,2,409,176,942
3824,0,0,0,0,0,157,5,6,85,13
3825,0,0,0,0,0,0,2815,79,250,678
3826,245,6,167,2218,125,587,113,12,1402,70
3827,0,0,0,0,141,425,236,15,279,175
3828,0,0,0,0,0,0,105,321,9,1139
3829,0,0,0,0,0,0,0,170,225,14
3830,601,2,46,593,25,12,242,4,557,242
3831,0,0,0,0,0,0,1847,1848,225,14
3832,0,0,0,0,141,2,349,569,876,176
3833,0,0,0,0,0,0,0,50,410,261
3834,0,0,0,48,6,18,2782,3,177,52
3835,0,0,0,0,0,252,31,512,2322,48
3836,0,0,0,0,0,0,107,48,1946,215
3837,0,0,0,0,0,0,0,0,33,43
3838,0,0,0,0,0,59,18,265,16,1048
3839,0,0,0,0,0,59,18,1981,16,1048
3840,0,0,0,0,0,59,18,63,16,1048
3841,0,0,0,0,0,0,0,0,59,18
3842,0,0,0,0,0,0,0,128,18,1355
3843,0,0,0,0,0,0,59,598,15,175
3844,0,0,0,0,0,580,1200,238,4,15
3845,0,0,0,0,0,92,447,262,15,32
3846,0,0,0,0,0,9,2,17,29,14
3847,0,0,0,34,17,29,104,172,123,161
3848,0,0,0,0,355,6,413,30,3,102
3849,0,0,0,0,0,0,0,355,109,33
3850,0,0,350,1151,535,178,35,199,1548,191
3851,0,0,350,586,17,1859,35,199,1548,191
3852,0,0,383,535,102,161,35,199,1548,191
3853,0,0,0,0,0,0,1149,184,40,435
3854,9,83,131,186,534,35,456,339,31,83
3855,83,131,804,603,35,456,339,31,83,131
3856,0,0,0,0,0,0,0,34,37,21
3857,0,0,0,0,0,0,0,34,33,21
3858,0,0,0,0,0,0,34,219,309,21
3859,0,0,0,0,0,0,100,10,71,5
3860,0,0,0,0,0,0,100,13,390,84
3861,0,0,0,0,0,0,111,6,568,62
3862,36,20,9,5,36,354,9,100,52,117
3863,0,0,0,0,0,0,100,13,20,399
3864,0,0,0,1237,969,57,656,155,186,171
3865,0,0,0,0,0,0,0,263,186,28
3866,0,0,0,0,0,0,0,106,658,129
3867,0,102,791,48,1977,90,12,96,10,2816
3868,0,0,0,24,69,54,1724,3852,1725,129
3869,0,0,0,0,0,0,328,625,48,118
3870,0,0,0,0,0,102,476,40,16,185
3871,0,0,0,0,0,18,3,63,16,43
3872,0,0,0,59,3,230,69,572,622,411
3873,0,0,0,0,0,0,467,18,16,57
3874,0,0,0,254,520,7,688,134,1862,296
3875,230,8,110,152,7,727,22,16,7,22
3876,683,1724,3853,1982,57,20,3,21,5,27
3877,0,0,0,0,0,0,0,230,67,642
3878,0,0,0,0,0,16,585,19,3,227
3879,36,20,9,6,16,204,219,510,67,101
3880,0,0,0,27,316,13,68,60,3,113
3881,9,7,578,16,14,20,9,6,27,13
3882,0,0,0,0,0,0,106,104,398,261
3883,71,129,6,27,16,188,3,426,96,16
3884,16,3856,316,21,3,3857,6,1543,4,86
3885,0,0,0,0,0,0,0,0,77,92
3886,4,59,22,112,15,3,45,331,22,38
3887,0,0,0,0,0,0,10,336,282,754
3888,0,0,0,0,0,0,0,32,626,884
3889,0,0,0,0,0,0,4,59,112,137
3890,0,0,0,0,0,0,4,95,112,38
3891,0,0,0,0,0,143,46,331,22,38
3892,0,0,0,383,60,1417,7,63,17,770
3893,0,0,0,0,0,42,52,57,83,131
3894,0,0,0,0,115,3,128,16,96,160
3895,0,0,0,3859,6,267,12,2253,44,185
3896,0,0,0,115,3,128,3860,3,3861,522
3897,581,522,1072,68,60,4,298,12,27,13
3898,0,0,0,0,0,0,0,0,122,74
3899,0,0,0,0,0,115,3,128,96,160
3900,0,434,2,1983,150,647,168,198,512,144
3901,0,0,0,0,0,0,0,31,512,42
3902,0,0,0,0,0,0,0,95,2,62
3903,581,27,232,68,12,2,640,42,121,217
3904,0,0,0,0,0,10,84,773,90,163
3905,0,0,0,0,0,0,0,0,59,527
3906,0,0,0,0,0,0,0,353,332,1726
3907,0,383,18,233,975,424,2,501,1258,934
3908,0,0,15,175,150,59,95,35,103,189
3909,0,0,230,15,508,622,35,580,150,660
3910,0,0,15,32,262,77,92,11,2,18
3911,0,0,0,0,0,0,0,0,18,823
3912,0,0,9,18,14,35,2,123,56,189
3913,0,0,0,0,0,9,63,62,7,377
3914,0,0,0,0,0,0,0,9,375,14
3915,0,0,0,0,0,0,120,3,64,177
3916,0,0,18,356,18,35,2,123,56,189
3917,0,0,223,356,223,35,2,123,56,189
3918,0,0,34,134,30,342,18,217,223,310
3919,0,0,0,284,596,529,103,65,62,597
3920,0,0,0,0,34,134,30,342,1984,217
3921,0,0,284,596,529,103,65,62,66,597
3922,0,0,0,269,356,269,7,172,123,161
3923,0,0,0,0,0,0,0,0,18,285
3924,0,0,0,515,356,1404,7,172,123,161
3925,0,0,0,0,0,0,0,64,375,94
3926,0,0,0,0,120,177,94,218,33,144
3927,0,0,0,0,45,98,95,819,223,817
3928,0,0,0,0,0,0,0,34,167,14
3929,0,0,0,1156,63,62,58,515,742,144
3930,0,0,0,0,0,0,34,172,123,161
3931,0,0,0,0,0,0,83,60,950,18
3932,0,103,57,55,48,35,2,123,56,189
3933,0,0,0,0,0,0,103,57,55,43
3934,0,0,0,0,0,0,124,55,12,10
3935,0,0,0,0,0,525,198,131,3,83
3936,0,0,0,0,525,265,170,83,3,131
3937,0,0,0,0,0,525,451,485,83,131
3938,0,0,0,0,0,0,0,525,3862,124
3939,148,8,4,9,2,64,375,548,2819,3
3940,0,0,0,0,0,0,0,485,307,571
3941,0,0,0,0,0,0,3863,1090,535,246
3942,0,0,148,2330,164,177,62,4,103,647
3943,0,0,0,0,0,0,0,148,294,525
3944,0,0,0,0,0,148,8,4,1496,214
3945,0,0,37,3,33,21,108,525,850,184
3946,0,0,0,0,0,0,0,0,24,21
3947,0,0,0,83,85,170,11,2331,3864,170
3948,0,0,148,8,4,3865,79,3,10,63
3949,0,0,0,0,0,0,4,9,56,375
3950,0,0,0,0,0,15,220,7,525,47
3951,0,0,0,0,0,201,525,625,46,57
3952,0,0,0,201,525,237,3,121,217,9
3953,0,0,0,0,201,19,6,525,1090,261
3954,0,0,0,0,0,201,19,6,525,1663
3955,0,0,0,0,8,7,902,83,131,285
3956,0,0,148,8,7,63,517,7,902,285
3957,0,0,0,0,7,747,218,33,12,902
3958,0,0,0,0,0,0,848,294,12,3866
3959,0,148,8,4,135,2,87,2820,1418,5
3960,0,0,0,0,0,83,3,131,2819,52
3961,0,0,0,0,0,9,2743,6,986,491
3962,0,0,0,0,0,0,0,0,34,986
3963,0,0,0,0,0,141,425,187,15,175
3964,0,0,0,0,1247,652,3,194,11,1272
3965,0,0,0,0,0,0,0,76,168,48
3966,0,0,0,0,0,0,141,417,35,1064
3967,0,0,0,0,0,0,76,440,3,388
3968,43,6,109,204,33,592,3,1141,35,199
3969,0,0,0,0,0,0,0,76,168,424
3970,0,0,0,0,350,109,266,141,425,444
3971,0,0,0,350,208,117,2310,895,1507,144
3972,0,0,0,0,0,0,0,0,106,720
3973,0,0,0,0,0,0,0,0,35,1712
3974,0,0,43,6,1541,383,35,199,229,713
3975,0,0,0,0,0,141,3,448,76,497
3976,0,0,64,43,143,3,1247,109,64,965
3977,0,0,0,0,526,10,45,61,54,1398
3978,0,0,0,0,0,0,0,141,76,1400
3979,0,0,0,0,0,43,6,633,140,38
3980,0,0,0,43,6,109,271,3,174,965
3981,0,865,430,4,2,362,1272,456,1401,88
3982,0,34,395,29,3,882,21,172,123,1340
3983,179,2,29,312,219,309,21,117,169,7
3984,0,0,179,2,109,724,7,717,3,71
3985,5,12,1288,3,395,1696,35,199,229,713
3986,0,0,0,0,12,924,129,12,71,57
3987,0,0,0,0,0,0,76,190,28,111
3988,0,0,0,0,0,0,76,1248,28,111
3989,0,0,0,0,0,0,0,1066,120,118
3990,0,0,0,0,0,92,447,262,15,32
3991,0,0,0,0,0,0,45,61,98,258
3992,0,0,0,9,2,17,29,14,1073,229
3993,0,34,17,29,104,35,961,3,962,191
3994,0,0,0,0,0,0,459,41,29,184
3995,0,0,0,0,0,0,0,34,37,21
3996,0,0,0,0,0,0,0,34,33,21
3997,0,0,0,0,0,0,34,219,309,21
3998,227,6,71,21,153,12,24,3,37,104
3999,0,0,411,1006,229,803,35,1505,3,342
4000,0,0,0,0,0,459,3,34,29,184
4001,0,0,0,0,0,0,0,435,987,184
4002,0,0,0,0,0,252,275,35,199,191
4003,0,0,0,0,0,0,59,95,22,190
4004,0,0,0,0,0,0,0,34,64,807
4005,0,0,0,0,0,0,0,34,37,21
4006,0,0,0,0,0,0,0,34,33,21
4007,0,0,0,0,0,0,34,219,309,21
4008,0,0,0,0,0,92,447,262,15,32
4009,0,0,0,9,2,17,29,14,1073,229
4010,0,0,0,34,17,29,104,35,3867,191
4011,58,3868,132,3869,3870,114,23,66,113,12
4012,0,0,305,4,1985,237,7,1419,10,3872
4013,0,0,0,3873,336,182,7,15,370,3874
4014,0,0,0,1286,13,1161,120,1727,3875,622
4015,1079,36,5,40,780,7,1500,13,3,2332
4016,0,0,0,0,4,95,22,112,15,32
4017,0,0,0,4,247,236,22,112,15,32
4018,0,0,0,0,0,673,2821,522,96,160
4019,0,0,0,0,0,0,0,44,6,2822
4020,0,0,0,0,1038,6,1706,15,4,2823
4021,0,0,0,0,0,443,216,63,3877,8
4022,0,0,0,0,0,1944,63,517,4,2175
4023,43,62,321,60,548,126,3,663,12,442
4024,16,571,17,111,303,97,1461,2,406,934
4025,19,2,221,214,3,5,2,1986,647,249
4026,0,0,0,0,0,92,447,262,15,32
4027,0,0,0,143,2729,11,2,145,57,625
4028,0,0,0,0,0,0,160,48,128,1420
4029,0,0,0,0,0,0,0,289,67,2824
4030,0,0,0,0,305,4,353,473,11,100
4031,0,0,79,699,1114,2182,226,3878,214,19
4032,0,0,0,3879,699,265,466,1838,214,19
4033,959,782,3880,3881,1728,1114,226,499,942,19
4034,0,0,3882,499,163,4,164,1038,905,19
4035,0,0,0,0,0,46,40,3883,78,19
4036,0,0,0,0,0,0,0,3884,2238,19
4037,0,0,0,0,0,0,0,521,66,2825
4038,0,0,0,0,0,521,4,1421,321,19
4039,0,0,0,0,0,0,409,521,569,19
4040,0,0,0,0,1114,10,117,11,10,38
4041,247,850,4,546,11,301,489,303,1389,68
4042,0,0,143,671,850,655,4,2,147,41
4043,0,0,0,0,0,0,201,42,203,465
4044,0,0,0,0,0,305,4,1294,2333,2765
4045,0,0,0,0,0,861,1987,1988,653,335
4046,0,0,0,0,0,81,6,3886,11,861
4047,0,0,0,0,0,0,0,1541,139,664
4048,0,0,531,1028,200,200,1495,48,63,17
4049,0,0,79,3887,1407,60,40,2,200,859
4050,0,0,0,0,0,0,122,38,290,81
4051,0,0,0,0,0,0,0,0,710,1982
4052,0,0,0,0,0,0,0,248,198,1982
4053,0,0,0,0,0,0,0,526,476,935
4054,0,0,0,0,0,0,537,54,542,140
4055,0,0,0,0,0,0,0,0,539,21
4056,0,0,0,0,0,0,0,0,633,43
4057,0,0,0,43,6,710,2293,313,1075,3888
4058,0,0,0,0,0,0,0,0,140,81
4059,0,0,0,0,0,0,0,0,2758,43
4060,0,0,0,0,0,867,1729,140,94,251
4061,0,0,0,0,0,476,40,2826,1233,2827
4062,0,0,0,0,0,0,128,319,10,1163
4063,0,0,0,0,0,0,0,0,3889,43
4064,0,0,0,0,0,0,511,153,890,43
4065,0,0,0,0,0,0,0,37,21,90
4066,0,0,0,0,0,0,0,33,21,90
4067,0,0,0,0,0,0,0,0,21,90
4068,0,0,0,0,0,102,66,617,4,2251
4069,0,0,0,0,0,0,0,0,77,92
4070,0,0,0,0,0,0,0,0,88,43
4071,0,0,0,0,0,0,0,0,10,48
4072,0,0,0,0,0,0,0,42,52,57
4073,0,0,0,0,24,30,3,384,30,57
4074,0,0,0,0,0,10,84,773,90,163
4075,0,0,0,0,0,0,0,1339,221,491
4076,0,251,153,12,29,3,122,312,63,732
4077,0,0,0,0,0,0,141,2828,35,1064
4078,0,0,0,0,0,0,76,440,3,388
4079,0,3890,94,150,37,3,33,7,338,430
4080,0,0,0,0,2334,72,76,7,93,120
4081,0,0,0,0,0,45,98,95,357,46
4082,0,0,0,0,0,45,98,95,357,137
4083,0,0,0,0,0,92,447,262,15,32
4084,0,0,0,0,0,623,17,3,180,194
4085,0,0,0,0,888,2,624,40,333,3891
4086,0,0,0,0,45,95,98,454,357,47
4087,0,45,61,267,12,2,993,29,93,29
4088,59,72,17,232,462,776,159,137,11,93
4089,0,0,0,0,0,92,447,262,15,32
4090,0,0,0,378,726,6,64,915,11,76
4091,0,0,0,0,230,221,491,3,3892,209
4092,0,0,81,27,332,994,2829,566,1684,288
4093,0,0,0,0,128,990,3893,24,11,993
4094,0,0,0,0,0,0,0,0,1730,46
4095,0,0,0,0,0,0,0,0,10,649
4096,0,0,0,0,0,0,0,0,155,21
4097,0,0,0,0,0,0,115,128,109,266
4098,0,0,59,72,17,232,462,776,159,137
4099,0,0,59,72,24,38,776,3,17,29
4100,0,0,0,0,0,45,109,24,4,76
4101,0,0,0,0,0,0,0,34,37,21
4102,0,0,0,0,0,0,0,34,33,21
4103,0,0,0,0,0,0,0,0,24,2202
4104,0,0,0,0,0,0,17,29,66,382
4105,0,0,0,0,0,0,0,0,24,21
4106,0,0,0,0,0,0,0,0,77,92
4107,0,0,0,0,0,0,0,0,241,182
4108,0,0,0,9,24,219,309,21,11,10
4109,0,0,0,0,0,0,0,0,0,33
4110,0,0,0,0,0,0,0,61,76,24
4111,0,0,0,0,0,0,0,0,186,31
4112,0,0,0,0,28,111,6,495,462,159
4113,0,0,0,0,532,976,6,495,462,159
4114,0,0,0,0,0,0,0,656,155,28
4115,0,0,0,0,0,0,0,186,171,28
4116,1019,3,642,18,169,742,62,11,22,1462
4117,0,0,0,0,0,0,0,223,69,57
4118,34,18,691,3894,375,510,772,1837,184,3
4119,0,0,0,0,230,192,352,6,18,808
4120,0,0,0,0,0,0,34,3,230,1719
4121,34,284,596,4,913,134,30,382,12,130
4122,0,0,0,0,0,0,15,28,11,49
4123,0,34,18,275,3,252,639,1140,73,403
4124,34,134,30,117,12,2,18,10,3,252
4125,0,0,0,0,0,0,0,83,221,858
4126,0,0,0,0,0,45,15,4,112,38
4127,0,0,0,0,0,0,0,61,221,209
4128,0,0,0,0,57,319,600,1158,1163,2199
4129,0,0,0,0,0,19,3,251,319,1989
4130,0,0,0,0,0,0,0,0,50,5
4131,0,0,0,0,0,141,425,187,15,175
4132,0,0,0,0,0,0,0,1247,47,800
4133,0,0,0,0,0,0,0,124,221,858
4134,0,0,0,0,0,0,465,199,338,10
4135,0,0,0,0,0,0,0,17,29,43
4136,0,0,0,0,0,0,0,187,168,48
4137,0,0,0,0,179,2,157,3,390,628
4138,0,0,0,0,0,0,0,17,29,328
4139,0,0,0,350,208,117,2310,895,1507,144
4140,0,0,0,0,0,0,24,17,232,706
4141,0,0,0,0,0,0,0,128,990,571
4142,0,0,0,0,0,0,45,10,4,170
4143,0,0,0,0,0,0,0,0,256,299
4144,0,0,0,0,0,0,0,64,241,573
4145,0,24,30,21,5,7,27,42,13,1201
4146,0,0,0,0,0,0,253,3895,19,1201
4147,0,0,0,0,0,0,0,0,0,37
4148,0,0,0,0,0,0,0,0,33,70
4149,0,0,0,0,0,0,0,0,32,449
4150,24,30,21,5,7,27,42,13,1118,1990
4151,0,0,0,0,0,0,195,129,1118,170
4152,0,0,0,0,42,1912,1295,10,157,5
4153,0,0,0,0,0,0,0,0,420,19
4154,0,0,0,0,0,0,239,20,9,682
4155,0,0,0,0,0,0,239,20,9,2335
4156,0,0,0,0,319,1519,3,348,2830,129
4157,0,0,0,0,0,0,0,228,31,19
4158,0,0,0,0,0,2336,87,16,719,5
4159,0,0,0,0,0,0,0,785,156,19
4160,0,0,0,0,0,0,49,24,178,5
4161,0,0,0,0,0,0,0,145,18,19
4162,0,0,0,0,0,0,0,785,436,129
4163,0,0,0,0,0,0,0,145,31,19
4164,0,0,0,0,0,0,49,3896,12,9
4165,0,0,0,0,0,0,0,0,364,47
4166,0,0,0,0,0,0,0,50,20,9
4167,0,0,0,0,0,408,63,16,12,3897
4168,0,0,0,0,0,0,2831,374,214,5
4169,0,0,0,0,0,0,0,0,140,70
4170,0,0,0,0,0,0,0,210,19,239
4171,0,319,1422,3,1519,2830,3898,3,348,1991
4172,0,0,0,0,0,2832,18,214,57,19
4173,0,0,0,0,0,0,735,78,214,19
4174,0,0,0,0,679,1005,551,25,8,1118
4175,0,0,0,0,679,1005,551,25,8,1201
4176,0,0,0,0,0,0,0,0,1666,593
4177,0,0,0,0,0,0,0,10,241,573
4178,0,0,0,0,0,0,50,38,611,5
4179,0,0,0,0,0,0,0,103,1138,129
4180,0,0,0,0,0,0,0,2833,420,70
4181,0,0,0,0,0,103,310,2834,7,3899
4182,0,0,0,0,265,18,16,7,103,3900
4183,0,0,0,0,0,0,50,535,15,410
4184,0,0,0,0,0,0,50,535,278,410
4185,0,0,0,0,0,0,103,408,63,111
4186,0,0,63,517,12,257,13,126,181,126
4187,0,0,17,29,19,12,257,181,126,13
4188,0,0,17,29,19,12,993,181,126,13
4189,0,0,17,29,19,7,93,181,126,13
4190,0,0,319,600,5,7,406,3,134,2835
4191,0,0,0,0,359,593,25,3901,1611,242
4192,0,0,0,0,0,0,0,588,2836,16
4193,0,0,0,0,0,319,1519,295,154,345
4194,0,0,0,0,0,653,9,7,1201,170
4195,0,0,0,0,0,0,103,2837,468,5
4196,0,0,0,0,0,0,974,120,16,8
4197,0,0,0,0,0,0,0,1423,71,129
4198,0,0,0,0,0,0,0,1992,71,129
4199,0,0,0,0,0,0,1094,140,189,44
4200,0,0,0,0,0,0,210,1991,11,319
4201,0,0,0,0,0,0,0,0,228,254
4202,0,0,0,0,0,0,0,2337,31,124
4203,0,0,0,0,0,0,0,3902,181,126
4204,0,0,0,0,0,0,0,256,290,81
4205,0,0,0,0,796,41,6,181,2338,2838
4206,0,0,0,0,0,0,1075,1993,149,9
4207,0,0,0,0,0,0,1202,931,1424,5
4208,0,0,0,0,0,0,1015,931,1424,5
4209,0,0,0,0,0,2839,2840,931,1424,5
4210,0,0,0,0,0,0,0,0,256,28
4211,0,0,0,0,0,0,24,21,944,459
4212,0,0,0,253,92,1423,36,181,126,1994
4213,0,0,0,0,0,0,0,2337,31,19
4214,0,0,0,0,0,0,0,156,14,9
4215,0,0,0,0,0,274,20,9,44,3903
4216,0,0,0,0,0,274,20,9,44,1995
4217,0,0,0,0,0,0,0,0,91,47
4218,0,0,0,0,0,0,0,319,600,28
4219,0,0,0,0,0,737,709,468,11,56
4220,0,0,0,0,0,0,0,91,966,254
4221,0,0,0,0,0,0,0,91,47,345
4222,0,0,0,0,0,0,0,91,966,345
4223,0,0,0,0,0,0,154,954,37,293
4224,0,0,0,0,0,0,0,50,15,314
4225,0,0,0,0,0,0,0,228,3904,231
4226,0,0,0,0,0,0,0,228,971,16
4227,0,0,0,0,0,0,0,0,91,28
4228,0,0,0,0,0,0,0,1296,55,251
4229,0,0,0,10,84,44,42,7,3905,3906
4230,0,0,0,0,0,0,0,236,228,46
4231,0,0,0,0,0,0,0,1296,55,48
4232,0,0,0,0,0,0,0,136,202,60
4233,0,0,0,0,0,0,338,13,157,126
4234,0,0,0,0,0,0,0,155,67,47
4235,0,0,0,0,3907,266,11,1534,4,50
4236,0,0,0,65,1246,25,289,415,4,557
4237,0,0,0,253,92,1423,36,181,126,2841
4238,0,0,0,0,0,0,0,241,154,954
4239,0,0,0,0,0,1731,207,381,728,344
4240,0,0,0,0,0,0,379,1197,19,126
4241,0,0,0,0,0,0,1418,114,34,3908
4242,0,0,0,0,0,0,0,525,31,19
4243,0,0,0,0,0,0,1039,2842,302,48
4244,0,0,0,0,0,338,13,157,181,126
4245,0,0,0,0,0,0,1418,114,34,3909
4246,0,0,0,0,0,0,1996,55,20,9
4247,0,0,0,0,0,234,57,8,70,146
4248,0,0,0,0,0,612,2335,65,273,3910
4249,0,0,0,0,0,0,1370,29,302,60
4250,0,0,0,0,0,0,160,48,12,836
4251,0,0,0,0,0,0,0,136,945,94
4252,0,0,0,0,167,1661,149,7,2843,18
4253,0,0,0,0,0,0,50,32,412,5
4254,0,0,0,0,0,0,0,0,229,1651
4255,574,2741,457,6,291,280,4,544,544,249
4256,3911,2,85,3912,3913,6,2,79,11,2
4257,0,0,0,0,0,0,0,0,225,19
4258,0,0,0,0,0,61,15,25,112,3914
4259,0,0,0,0,0,0,0,29,551,8
4260,0,0,0,0,0,0,0,176,569,28
4261,0,0,0,0,0,0,0,3915,1141,8
4262,0,416,4,10,132,2339,696,1521,241,182
4263,0,0,0,748,15,386,503,3,1109,551
4264,0,0,0,0,0,100,1732,31,312,564
4265,0,0,0,0,0,0,496,13,20,9
4266,0,0,0,0,0,100,366,31,312,564
4267,0,0,0,0,0,100,1117,10,31,70
4268,83,2,221,858,31,12,27,496,10,110
4269,0,1104,255,113,758,255,504,31,701,10
4270,0,0,0,0,0,0,0,228,20,5
4271,0,0,0,0,0,228,810,105,20,9
4272,0,0,0,0,0,0,0,145,20,5
4273,0,0,0,0,0,145,810,105,20,9
4274,0,0,0,0,0,0,228,3916,43,16
4275,0,0,0,0,0,0,0,0,145,16
4276,0,0,0,0,0,639,19,7,145,52
4277,0,0,0,0,0,0,0,127,91,5
4278,0,0,0,0,0,0,0,87,91,5
4279,73,2340,73,50,32,23,369,2,102,39
4280,166,859,4,188,824,367,66,2341,11,7
4281,365,2,1730,102,51,25,2,205,636,53
4282,0,0,0,0,0,0,0,64,241,182
4283,0,0,0,0,0,0,327,101,58,64
4284,0,0,0,0,0,64,325,55,66,617
4285,0,0,0,0,241,838,58,7,3917,1035
4286,0,0,0,0,0,342,1263,347,70,64
4287,0,0,0,0,0,0,64,3918,2570,3919
4288,0,0,0,0,0,0,20,9,6,13
4289,0,0,0,0,0,0,3920,80,11,139
4290,0,0,0,0,0,0,0,0,160,142
4291,0,0,0,0,0,0,0,0,815,1289
4292,0,0,0,282,684,11,2339,785,187,233
4293,0,0,0,0,0,0,0,409,1411,266
4294,0,0,0,0,226,5,7,139,20,9
4295,0,0,0,0,0,0,50,32,77,92
4296,0,0,0,0,0,0,0,50,32,262
4297,0,72,648,203,64,28,8,3921,3922,2844
4298,0,0,0,0,0,0,0,0,91,194
4299,0,0,0,0,1425,1370,1143,1298,75,9
4300,0,0,124,6,1425,680,52,12,1997,13
4301,0,0,0,0,0,0,41,1491,38,611
4302,75,72,648,8,4,59,72,868,91,481
4303,0,0,0,0,0,45,65,4,396,41
4304,0,0,0,0,0,0,0,0,48,319
4305,0,0,0,0,0,31,3,1050,32,28
4306,0,0,0,0,0,0,0,681,3923,75
4307,0,0,0,0,0,0,0,236,348,1299
4308,0,0,0,0,0,1152,136,197,6,392
4309,0,0,0,0,1425,13,1143,1298,75,9
4310,0,0,0,0,0,0,0,41,31,3924
4311,70,899,25,2161,636,53,2845,11,4,164
4312,0,0,0,0,0,0,28,6,122,38
4313,0,0,0,0,0,0,0,0,256,28
4314,0,0,0,0,0,0,0,0,1425,3926
4315,0,0,0,0,0,50,78,3927,947,3928
4316,0,0,0,0,45,396,46,4,50,137
